block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/pre-st,Pre Matric Scholarship For Scheduled Tribe Students,Ministry Of Tribal Affairs,"A scholarship scheme by Ministry of Tribal Affairs for regular, full time students from Scheduled Tribe studying in Class 9th and 10th, in a Government School or in a School recognized by Govt. or a Central/State Board of Secondary Education.",Books,Person With Disability,Pre Matric,PwD,Scheduled Tribe,Scholarship
https://www.myscheme.gov.in/schemes/mdiis,Digital India Internship Scheme,Ministry of Electronics and Information Technology,An opportunity for a student to secure practical work experience under the guidance of a qualified and experienced Supervisor/Mentor in Ministry of Electronics and Information Technology (MeitY) in the form of Digital India Internship Scheme.,E-Governance,Internship,Opportunity,Stipend,,
https://www.myscheme.gov.in/schemes/jrfshss,"Junior Research Fellowship In Sciences, Humanities, And Social Sciences",Ministry of Education,"The scheme of Junior Research Fellowship in Sciences, Humanities, and Social Science by UGC, Dept. of Education, is open to candidates who qualify for the National Eligibility Test-Junior Research Fellowship(NET-JRF) of the UGC and the UGC-Council of Scientific and Industrial Research (UGC-CSIR).",Fellowship,Junior,Research,Students,University,
https://www.myscheme.gov.in/schemes/ddskpdfs,Dr. D.S. Kothari Post Doctoral Fellowships In Sciences,Ministry of Education,"Dr. D.S. Kothari Post Doctoral Fellowships in Sciences was introduced by the UGC. In addition to the existing RA/PDF positions provided by various funding agencies, a need was felt for a PDF scheme running in a flexible mode, with fast track, online handling, and decision-making.",DS Kothari,Fellowship,PhD,Post Doctoral,Science,Unemployed
https://www.myscheme.gov.in/schemes/pmfby,Pradhan Mantri Fasal Bima Yojna (PMFBY),Ministry Of Agriculture and Farmers Welfare,Pradhan Mantri Fasal Bima Yojana was launched in  2016 with the aim to support farmers by providing an affordable comprehensive risk cover for crops.,Agriculture,Crop,Farmer,Insurance,Premium,
https://www.myscheme.gov.in/schemes/tnnaa,Tenzing Norgay National Adventure Award,Ministry Of Youth Affairs & Sports,"MYAS confers the Tenzing Norgay National Adventure Award in order to recognize the achievements of persons associated with the field of adventure and to encourage young people to develop the spirit of endurance, risk-taking, cooperative teamwork, and quick, ready, and effective reflexes.",Award,Sports,Youth,,,
https://www.myscheme.gov.in/schemes/mysy,Mukhyamantri Yuva Swavalamban Yojana,Gujarat,"Mukhya Mantri Yuva Swavalamban Yojana (MYSY) scholarship is a scholarship program offered by the government of Gujarat, India for students pursuing higher education.",Education,Gujarat,Mukhyamantri,Yuva Swavalamban,,
https://www.myscheme.gov.in/schemes/mmksy,Mukhya Mantri Mahila Kisan Sashaktikaran Yojana,Gujarat,Mukhya Mantri Mahila Kisan Sashaktikaran Yojana (MMKSY) is a scheme launched by the Government of Gujarat to empower women farmers in the state. The scheme was announced in the 2018-19 budget and is being implemented by the Department of Agriculture and Co-operation.,Kisan,Mahila,Mukhya Mantri,Sashaktikaran Yojana,,
https://www.myscheme.gov.in/schemes/nets,NAMO E-Tablet Scheme,Gujarat,The Namo Tablet Yojana in Gujarat is a state-specific version of the central government's PM Tablet Scheme. The scheme was launched in 2017 by the Gujarat government and aims to distribute tablets to around 3.5 lakh students in the state.,E-Tablet,Financial Assistance,Modern Education,NAMO,Student,
https://www.myscheme.gov.in/schemes/ssegu10gcp,Subsidy Scheme For Establishment Of Goat Unit (10+1) For General Category People,Gujarat,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for General Category People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.",Employment,General Category,Goat,Milk Production,Subsidy,
https://www.myscheme.gov.in/schemes/sse100bbfsc,Subsidy Scheme For Establishment Of 100 Broiler Birds' Farm For Schedule Caste,Gujarat,"The scheme “Subsidy Scheme for Establishment of 100 Broiler Birds' Farm for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide supplementary income to Schedule Caste People of the society.",Broiler Birds,Financial Assistance,Poultry Farming,Scheduled Caste,Subsidy,
https://www.myscheme.gov.in/schemes/sse25rbusc,Subsidy Scheme On Establishment Of 25 R.I.R. Birds’ Unit For Scheduled Caste,Gujarat,"The scheme “Subsidy Scheme on Establishment of 25 R.I.R. Birds’ unit for Scheduled Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide employment, nutritious diet and to raise the income of Schedule Caste People of the society.",Poultry Farming,Rhode Island Red,Scheduled Caste,Subsidy,,
https://www.myscheme.gov.in/schemes/asdtpwff,Agricultural Skill Development Training Programme For Women Farmers And Farmers,Gujarat,"The scheme “Agricultural Skill Development Training Programme for Women Farmers and Farmers” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat.",Agriculture,Farmer,Skill Development,Training,Women,Youth
https://www.myscheme.gov.in/schemes/spara,Sardar Patel Agriculture Research Award,Gujarat,"The scheme “Sardar Patel Agriculture Research Award” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat on 30.10.1995.",Agriculture,Award,Farmer,Honour,Research,
https://www.myscheme.gov.in/schemes/nielitip,NIELIT Internship Programme,Ministry of Electronics and Information Technology,The Internship Programme by NIELIT is an opportunity for a student to secure first-hand and practical work experience under the guidance of qualified and experienced Supervisors/Mentors. It also aims at active participation in the learning process through experimentation.,Education,Electronics,Internship,Student,,
https://www.myscheme.gov.in/schemes/pfifllesrs,Programme For Internship For LL.B./ LL.M./ Environmental Studies/ Research Students,Ministry Of Law and Justice,"The National Green Tribunal provides opportunities to college students by holding Summer Internship Programs (March, April, May and July ordinarily) and Winter Internship Programs (November, December and January ordinarily) Internship Programs for LL.B./ LL.M./ Env. Studies/ Research Students.",Environment,Internship,Legal,Research,Student,
https://www.myscheme.gov.in/schemes/ispgrsdgtr,Internship Scheme For PG/Research Students In Directorate General Of Trade Remedies (DGTR),Ministry Of Commerce And Industry,"The Internship Scheme by the Directorate General of Trade Remedies (DGTR) provides opportunities for young scholars, especially from Law / Economics stream, interested in learning about trade remedial investigations.",Commerce,Internship,Internship,Postgraduation,Research,Trade
https://www.myscheme.gov.in/schemes/isepfo,Internship Scheme Of Employees’ Provident Fund Organisation (EPFO),Ministry Of Labour and Employment,The Internship Scheme of Employees’ Provident Fund Organization invites applications for Internships from students for engagement as “Interns” with EPFO. The “Interns” shall have an opportunity to know about the EPFO’s functioning and Departmental Policy issues in EPFO and Government of India.,Internship,Law,Provident Fund,Remuneration,Student,
https://www.myscheme.gov.in/schemes/nsat,National Scheme of Apprenticeship Training,Ministry of Education,"The primary goal of this scheme is to bridge the gap in practical experience for fresh Graduate Engineers, Diploma holders, and 10+2 Vocational pass-outs in approximately 10,000 industrial establishments. The apprentices undergo a one-year training period, receiving a monthly stipend.",Apprentice,Skill,Student,Training,,
https://www.myscheme.gov.in/schemes/ai-rtf,ASEAN-India Research Training Fellowship,Ministry Of Science And Technology,"The “ASEAN-India Research Training Fellowship (AI-RTF)” is a fellowship scheme initiated by the Department of Science & Technology, Government of India under ASEAN-India Science & Technology Development Fund to support young talented researchers/scientists of ASEAN member countries.",ASEAN,Fellowship,FICCI,Innovation,Research,Science
https://www.myscheme.gov.in/schemes/qipfu,AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,Ministry of Education,The All India Council for Technical Education in its 55th Meeting of the Council held on 14th August 2018 approved the Quality Improvement Programme (Foreign University) (QIP-FU). The QIP(FU) is an extension of the QIP program launched by the Government of India in the year 1970.,Doctoral Degree,Financial Assistance,Scholarship,,,
https://www.myscheme.gov.in/schemes/atbwt,AICTE-Technical Book Writing & Translation Scheme,Ministry of Education,AICTE-Technical Book Writing & Translation scheme has been launched by the All India Council for Technical Education (AICTE) to promote the use of 'Scheduled Regional Language' in Technical Education for creating knowledge base in local language.,Financial Support,Remuneration,Technical Book Writing,Translation,,
https://www.myscheme.gov.in/schemes/pmrbp,Pradhan Mantri Rashtriya Bal Puraskar,Ministry of Women and Child Development,"The Pradhan Mantri Rashtriya Bal Puraskar (PMRBP) is organized to celebrate the energy, determination, ability, zeal, and enthusiasm of our children.",Achievement,Bal Puraskar,Child Development,Child Rights,,
https://www.myscheme.gov.in/schemes/va,Visitor's Award,Ministry of Education,The Awards are given to recognize excellence in research and innovation of faculty members/researchers of the Central Universities,Awards,Innovation,Research,Student,,
https://www.myscheme.gov.in/schemes/pm-yasasvitcceobcebcdnts,"PM-YASASVI: Top Class College Education for OBC, EBC and DNT Students",Ministry Of Social Justice and Empowerment,"The objective of the scheme is to recognize and promote quality education amongst Students belonging to OBC, EBC and DNT categories by providing full financial support. The Scheme will cover OBC/EBC/DNT students for pursuing studies beyond Class XII.",DNT,EBC,Education,Higher Education,OBC,PM-YASASVI
